epoch,train_loss,val_MAE_12h,val_MAE_24h,val_MAE_48h,val_MAE_72h,val_RMSE_12h,val_RMSE_24h,val_RMSE_48h,val_RMSE_72h,val_avg_MAE
1,0.3649312346939027,,,,,,,,,
2,0.23346299953817382,132.6760834288168,145.8937262835166,169.7843339741653,201.0685291172385,274.6259330641165,296.2594640440473,326.2621648765306,372.83269378387484,162.3556682009343
3,0.20627950742019444,,,,,,,,,
4,0.19294623443930167,130.236817221801,141.34216383398984,169.1465062306539,187.2872355914941,264.0352951785768,288.68355709883576,331.933069670269,358.72518268832226,157.0031807194847
5,0.1861726234513005,,,,,,,,,
6,0.18173096669236505,123.24385758518932,130.93491018851577,161.92121994645325,165.54237810178824,256.2778818407021,274.0270263231562,320.88589765990537,327.88096779760184,145.41059145548664
7,0.17830625845222023,,,,,,,,,
8,0.17624835165466848,122.55174522202523,145.85819935954805,168.4447222451826,184.76805231735102,253.16669980172014,298.62607325443247,332.2673291521244,365.91926167031556,155.40567978602672
9,0.1744338764449743,,,,,,,,,
10,0.17265530012723967,121.39821157288382,135.7585990066392,156.3918787255187,176.79895363635327,254.44028067669768,283.50255720949866,313.8100657310546,349.24648370049044,147.58691073534877
11,0.1701545781037939,,,,,,,,,
12,0.1704554259777069,118.06894489795143,125.89423894315455,155.7321078906415,170.34754707193468,246.94345749833056,267.4189773296743,312.48610972019776,336.47957462737344,142.51070970092053
13,0.1679811363849114,,,,,,,,,
14,0.16730850019792873,115.00439010278014,126.48853265867835,151.29833150917116,161.61311747176825,243.2859243261778,268.4237610114756,303.0593816563104,319.47690093977343,138.60109293559947
15,0.16693250201349183,,,,,,,,,
16,0.16581336496852514,112.60111095751412,130.6839378067585,155.92934869097363,162.56325929562638,240.77405158944015,273.0274755020298,313.9407310301948,324.784935623432,140.44441418771817
17,0.16545045903817876,,,,,,,,,
18,0.16423233088076583,110.06009325791563,126.09295846088217,159.70103341874594,172.3877497178249,237.7067751087922,268.7629717838037,318.78515177906144,338.9578099558809,142.06045871384217
19,0.1643598028055326,,,,,,,,,
20,0.1625648754553532,119.71050255430208,134.40632624427812,155.86083783317088,177.39547262782912,246.897684741863,273.6311772793496,311.1226101029306,350.57289141947416,146.84328481489504
21,0.1622270303448354,,,,,,,,,
22,0.16121967876051355,120.1493019729454,132.42395716947988,158.53577035342192,170.7576783451049,247.47496008361472,277.766641981948,322.4295018686546,341.81442741586847,145.46667696023803
23,0.16120934369057183,,,,,,,,,
24,0.1605582202044059,107.81607688986051,129.06387750371007,151.0482179740779,161.21821670571515,231.64583848049105,269.35541318136234,302.15122138683483,323.56674813562097,137.2865972683409
25,0.16172227932242897,,,,,,,,,
26,0.1603013834380728,111.39852325996782,121.14719326048086,152.89091195519782,168.751191198085,240.65850027055473,255.43224808627028,307.72676746387776,335.33838518713657,138.54695491843287
27,0.15986127975418812,,,,,,,,,
28,0.16026553417753986,114.677810326088,127.78255868196683,154.8570355951519,166.28282102403904,246.99777808094004,273.3761571445486,310.3905754137797,331.55621334150806,140.90005640681144
29,0.15962634030289538,,,,,,,,,
30,0.15881490202869955,122.5692233914595,130.27483307015993,156.28888116747328,168.55028025116434,250.27663040608599,269.4107062134587,311.79875083583147,336.11300730778373,144.42080447006424
31,0.1583216699558919,,,,,,,,,
32,0.15907171920059235,111.4544851349785,124.34942785319865,148.05903450754272,165.099457097986,235.90105311375757,261.96142454328776,297.3950508990844,325.9890619195817,137.24060114842646
33,0.15866110491471028,,,,,,,,,
34,0.15764515582970748,111.11868740130997,125.60131872911002,156.92475250893554,171.41026683834693,233.82975957753894,265.13388192271475,310.3210113657557,340.0239707249025,141.2637563694256
35,0.15901282359295943,,,,,,,,,
36,0.15784867588929305,107.51723678860051,133.67085398579434,154.95967301180576,171.43846665156033,232.9732132346072,278.47311468506444,311.3725401180103,344.9170282040872,141.89655760944024
37,0.1573144124718163,,,,,,,,,
38,0.15819631927595365,114.92389989720085,127.91135848539435,153.32808393853713,165.9513822778845,242.60397239186267,269.247473157577,312.8561609843999,333.9212053669502,140.52868114975422
39,0.1576389257363447,,,,,,,,,
40,0.15700650068483954,114.56351445268484,127.08214026476954,152.74180379948277,168.24978976412254,244.31462642236792,267.9796228063908,307.8441769365041,335.2812343115711,140.65931207026492
