timestamp,model_name,run_dir,tag,test_MAE_1h,test_RMSE_1h,test_MAE_6h,test_RMSE_6h,test_MAE_12h,test_RMSE_12h,test_MAE_24h,test_RMSE_24h
2026-03-20 01:54:17,ElasticNet,artifacts/runs/20260320_003509_ElasticNet_short_h1_6_12_24,short_h1_6_12_24,86.6642837524414,162.56179809570312,146.99061584472656,296.1588439941406,150.52223205566406,303.58575439453125,148.58436584472656,301.620361328125
2026-03-20 02:03:02,RandomForest,artifacts/runs/20260320_015947_RandomForest_short_h1_6_12_24,short_h1_6_12_24,101.8932647705078,228.6023712158203,108.88104248046876,247.18002319335935,113.87420654296876,260.1580505371094,115.04452514648438,258.9493713378906
2026-03-20 02:11:27,LSTM,artifacts/runs/20260320_020434_LSTM_short_h1_6_12_24,short_h1_6_12_24,199.95288516391827,373.7775056157608,206.22226205804373,383.1132609308172,208.7147604595332,385.9848224276215,206.8676814114267,385.1261876631463
