epoch,train_loss,val_avg_MAE,val_MAE_12h,val_RMSE_12h,val_MAE_24h,val_RMSE_24h,val_MAE_48h,val_RMSE_48h,val_MAE_72h,val_RMSE_72h
1,0.15555050857658462,,,,,,,,,
2,0.10986675316189218,185.19400943689206,180.01183698355783,331.9279813267143,182.73667456068094,341.2188968255282,189.9250157714021,350.73778253988803,188.10251043192739,344.32338858575656
3,0.09923603057157336,,,,,,,,,
4,0.09105951937399512,180.62511248851587,163.85456083295804,300.2996741293631,175.13921465899568,321.3598091175728,191.17747767776555,343.9404480364684,192.32919678434413,344.26926782001215
5,0.08669764595472906,,,,,,,,,
6,0.08335956561518466,160.23297914036118,145.94186920092196,282.4049379823338,154.6380548730782,298.1183681615603,169.02739636834966,321.4225567580679,171.324596119095,322.88234990156394
7,0.08065691308712396,,,,,,,,,
8,0.0782948066517124,150.11141570720014,135.10872980357954,264.9168432580657,144.20911554974737,286.23176149203357,159.2104805835989,309.6293571415987,161.9173368918747,311.6592096002529
9,0.07721955997972038,,,,,,,,,
10,0.07523689213700181,153.95381036717913,135.1271667863773,258.6335463453535,145.65535537671798,281.3135301925091,164.4553029201796,312.4139156372862,170.57741638544167,323.5929527209695
11,0.07378228595406991,,,,,,,,,
12,0.0736067533258378,146.0327136719173,127.64551339239058,255.71846800223602,138.78975159329164,275.77507427532765,156.02725655748296,306.37002333707136,161.66833314450403,316.42357688410755
13,0.07241084197844107,,,,,,,,,
14,0.07130847399042348,153.54178186440774,134.50796764582373,265.4100832329884,144.29589513632763,285.76887784292086,165.35363996359277,321.79563624381365,170.0096247118869,331.28920827392375
15,0.07237040967218519,,,,,,,,,
16,0.0702186288444076,147.8144397236133,131.6798197547262,264.7960004092791,139.1357276411873,276.7475167708224,157.9298772645263,309.5188715056622,162.5123342340134,318.53208029584897
17,0.0702814227776734,,,,,,,,,
18,0.06899731389180881,148.37804810847686,125.96762884095396,249.02464360135212,141.8334050944004,278.71209659803975,159.53730165205437,312.9264711778132,166.17385684649867,324.87431641309877
19,0.06872488898555125,,,,,,,,,
20,0.06850448975295532,146.09559971795557,129.63138997119344,263.4812179915556,137.08632182401016,277.72451051238244,156.7906857638394,313.70336275214265,160.8740013127792,324.192409055237
21,0.0681343515674899,,,,,,,,,
22,0.0675958179406763,145.13225033205453,122.23060699471183,248.68460616645393,137.1024028942423,277.47951958220034,157.6719187335754,315.57946364801876,163.52407270568852,327.44237701855695
23,0.06730876115011418,,,,,,,,,
24,0.06759906281519124,139.57283031289606,121.05628668513631,246.95301949049332,130.32125669096982,266.20992777507365,150.2029002159542,300.84347991084513,156.71087765952393,311.6947069165266
25,0.0669273067060418,,,,,,,,,
26,0.06679883455549639,154.13986922265514,134.5826110316207,262.18067392495544,145.9442200067836,285.5977463087948,163.802047705166,319.9981491113537,172.23059814705027,336.3721022897077
27,0.06640598832035628,,,,,,,,,
28,0.06633743846158344,148.62047803588803,131.72384856888777,268.687737822608,139.28100921296902,284.1913206247286,159.0766889176448,322.08589944009714,164.40036544405046,330.7037242359716
29,0.06591733929327154,,,,,,,,,
30,0.06622887015577376,136.7497489179132,118.6093455770718,242.9948890196672,128.5284008154575,262.46992177596184,146.43831208469433,297.18298242287733,153.4229371944291,309.5766585674692
31,0.06579126150706621,,,,,,,,,
32,0.06552644358493212,140.46991968015644,118.84584404553564,242.9115494266444,131.84166869153418,268.32385058755733,152.72346461600435,304.5169010273054,158.46870136755157,315.37129834730126
33,0.06526048924392602,,,,,,,,,
34,0.06607497451225604,148.64341496755938,126.10903323680475,249.14356176334826,138.69482604191012,275.26304307070006,160.80432015874962,315.2759955286057,168.96548043277298,331.66764337592747
35,0.06495810872105164,,,,,,,,,
36,0.06509280392504115,137.7690500247972,118.7362784645305,238.2944810520951,128.29247186324864,260.0894810384327,148.6658501878317,296.89558366132263,155.38159958357798,310.02565327858906
37,0.06470421631270507,,,,,,,,,
38,0.06505238587462057,137.6136210684911,119.66160176639703,250.01755498353793,128.58460709969617,268.9560180012564,148.26933683154434,306.98834931404815,153.93893857632693,317.6037641625565
39,0.06498628628887529,,,,,,,,,
40,0.06469800446446486,143.62971871324362,122.2728453747038,247.37153455987257,135.6647734452343,272.8423498866471,155.37316069586086,310.2864515848752,161.20809533717548,321.71546717625785
